,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
752,Bentleigh,2/1 Corbie St,3,t,825000.0,S,Buxton,2017-03-18,13.0,3204.0,3.0,2.0,2.0,147.0,149.0,2007.0,Glen Eira,-37.9317,145.0352,Southern Metropolitan,6795.0
9379,Westmeadows,285 Mickleham Rd,3,h,540000.0,SP,Barry,2017-03-06,16.5,3049.0,3.0,1.0,2.0,532.0,122.0,1975.0,Hume,-37.67949,144.88349,Northern Metropolitan,2474.0
618,Balwyn North,8 Cash St,4,h,1740000.0,VB,Jellis,2016-10-09,9.2,3104.0,4.0,2.0,2.0,610.0,275.0,1993.0,Boroondara,-37.7843,145.0891,Southern Metropolitan,7809.0
6089,Sunshine West,7 Salvatore Ct,3,h,600000.0,PI,Bells,2016-08-22,13.5,3020.0,3.0,2.0,2.0,579.0,156.0,1999.0,Brimbank,-37.7968,144.7991,Western Metropolitan,6763.0
4925,Preston,126 Albert St,3,h,600000.0,VB,hockingstuart,2016-12-06,8.8,3072.0,3.0,1.0,3.0,503.0,101.0,1950.0,Darebin,-37.739000000000004,145.0238,Northern Metropolitan,14577.0
3941,Maribyrnong,20/9 Fabian Ct,2,t,429000.0,S,Trimson,2017-03-18,8.7,3032.0,2.0,1.0,1.0,83.0,88.0,1980.0,Maribyrnong,-37.7732,144.8927,Western Metropolitan,4918.0
8412,Sunshine,2 Colin St,4,h,990000.0,S,FN,2017-08-04,12.6,3020.0,4.0,1.0,6.0,654.0,189.0,1950.0,Brimbank,-37.7803,144.8415,Western Metropolitan,3755.0
5231,Reservoir,10 Dumbarton St,3,h,851000.0,S,Barry,2016-11-27,11.2,3073.0,3.0,1.0,1.0,826.0,101.0,1960.0,Darebin,-37.7013,145.0244,Northern Metropolitan,21650.0
11721,Kings Park,261 Taylors Rd,3,h,565000.0,S,Ray,2017-07-22,14.0,3021.0,3.0,2.0,3.0,543.0,106.9,1980.0,Brimbank,-37.72765,144.78107,Western Metropolitan,2878.0
1736,Carnegie,90 Truganini Rd,4,h,1550000.0,VB,hockingstuart,2016-12-11,11.4,3163.0,4.0,2.0,2.0,757.0,133.0,1930.0,Glen Eira,-37.8925,145.0541,Southern Metropolitan,7822.0
2730,Footscray,39 Warleigh Rd,3,t,735000.0,S,Jas,2016-06-27,6.4,3011.0,3.0,2.0,2.0,112.0,168.0,2010.0,Maribyrnong,-37.8001,144.8797,Western Metropolitan,7570.0
4208,Newport,51 Home Rd,4,h,1082000.0,S,Village,2016-06-08,8.4,3015.0,4.0,3.0,2.0,233.0,165.0,2011.0,Hobsons Bay,-37.841,144.8874,Western Metropolitan,5498.0
11549,Wollert,24 Edenvale Bvd,4,h,530000.0,SP,hockingstuart,2017-07-15,25.5,3750.0,4.0,2.0,2.0,448.0,155.0,2011.0,Whittlesea,-37.619440000000004,145.01243,Northern Metropolitan,2940.0
3265,Heidelberg Heights,2/601 Upper Heidelberg Rd,2,u,400000.0,PI,hockingstuart,2016-07-26,10.5,3081.0,2.0,1.0,1.0,127.0,83.0,1970.0,Banyule,-37.747,145.0575,Eastern Metropolitan,2947.0
10039,Sandhurst,4 Galilee Dr,4,h,645000.0,SP,Harcourts,2017-06-24,34.7,3977.0,4.0,2.0,2.0,448.0,187.0,2010.0,Frankston,-38.0817,145.19654,South-Eastern Metropolitan,1721.0
7131,Murrumbeena,17 Howe St,3,h,1370000.0,S,Woodards,2016-12-11,12.1,3163.0,3.0,2.0,2.0,834.0,168.0,1954.0,Glen Eira,-37.8959,145.0736,Southern Metropolitan,4442.0
6012,Sunshine North,38 Warwick Rd,2,h,435000.0,S,Douglas,2016-06-08,13.3,3020.0,2.0,1.0,4.0,343.0,81.0,1960.0,Brimbank,-37.7689,144.8402,Western Metropolitan,4217.0
1311,Brunswick,113 Glenlyon Rd,4,h,1320000.0,S,Nelson,2016-10-15,5.2,3056.0,4.0,2.0,1.0,281.0,156.0,1920.0,Moreland,-37.7722,144.9681,Northern Metropolitan,11918.0
7872,Footscray,47 Shepherd St,3,h,871000.0,S,Greg,2017-05-13,6.4,3011.0,3.0,1.0,1.0,267.0,101.0,1900.0,Maribyrnong,-37.7951,144.8901,Western Metropolitan,7570.0
2608,Fitzroy North,205 Scotchmer St,3,h,2150000.0,S,Nelson,2016-11-27,3.5,3068.0,3.0,2.0,0.0,202.0,307.0,1898.0,Yarra,-37.7835,144.9867,Northern Metropolitan,6244.0
9089,Caulfield,2/218 Kambrook Rd,2,u,650000.0,VB,McGrath,2017-03-06,8.7,3162.0,2.0,2.0,1.0,0.0,99.0,2010.0,Glen Eira,-37.88776,145.03364,Southern Metropolitan,2379.0
1559,Camberwell,4/2 Callanish Rd,2,u,729000.0,S,Noel,2016-03-12,7.8,3124.0,2.0,1.0,1.0,137.0,87.0,1970.0,Boroondara,-37.8459,145.088,Southern Metropolitan,8920.0
5894,Strathmore,69 Lloyd St,4,h,1635000.0,S,Considine,2017-11-02,9.7,3041.0,4.0,2.0,3.0,0.0,297.0,1995.0,Moonee Valley,-37.7354,144.9128,Western Metropolitan,3284.0
7389,South Kingsville,1/72 Paxton St,2,u,506000.0,S,Sweeney,2016-06-27,9.1,3015.0,2.0,1.0,1.0,126.0,83.0,1975.0,Hobsons Bay,-37.8315,144.8693,Western Metropolitan,984.0
11257,Wyndham Vale,6 Melliodora Ct,4,h,500000.0,SP,YPA,2017-12-08,27.2,3024.0,4.0,2.0,1.0,512.0,179.0,2005.0,Wyndham,-37.87959,144.60977,Western Metropolitan,5262.0
6181,Surrey Hills,17 Empress Rd,3,h,2180000.0,SP,Jellis,2016-11-27,11.2,3127.0,3.0,1.0,2.0,441.0,128.0,1910.0,Boroondara,-37.8204,145.0887,Southern Metropolitan,5457.0
7099,Kingsville,4 Chirnside St,3,h,817000.0,S,Village,2016-06-08,7.8,3012.0,2.0,1.0,1.0,259.0,105.0,1940.0,Maribyrnong,-37.8046,144.8831,Western Metropolitan,1808.0
5444,Rosanna,2/236 Lower Plenty Rd,3,u,560000.0,VB,Miles,2016-07-05,11.4,3084.0,3.0,1.0,1.0,213.0,112.0,2000.0,Banyule,-37.7386,145.0733,Eastern Metropolitan,3540.0
4287,Niddrie,28 Coghlan St,3,t,830000.0,S,Barry,2016-03-09,11.2,3042.0,3.0,3.0,2.0,303.0,236.0,2013.0,Moonee Valley,-37.742,144.8885,Western Metropolitan,2291.0
5658,South Yarra,608/20 Garden St,2,u,515000.0,VB,Harrington,2016-04-16,3.3,3141.0,2.0,1.0,1.0,734.0,65.0,2013.0,Stonnington,-37.8433,144.9962,Southern Metropolitan,14887.0
3562,Kensington,208/465 MacAulay Rd,2,u,460000.0,SP,Rendina,2016-04-23,4.2,3031.0,2.0,1.0,1.0,0.0,84.0,2010.0,Melbourne,-37.7948,144.9314,Northern Metropolitan,5263.0
6236,Templestowe Lower,5 MacRobertson St,4,h,1118000.0,S,Philip,2016-06-27,13.8,3107.0,4.0,2.0,2.0,705.0,195.0,1970.0,Manningham,-37.7595,145.1176,Eastern Metropolitan,5420.0
10462,Pascoe Vale,1/43 Surrey St,2,h,478000.0,S,Nelson,2017-05-27,8.5,3044.0,2.0,1.0,1.0,0.0,73.0,1960.0,Moreland,-37.72436,144.94855,Northern Metropolitan,7485.0
3335,Hughesdale,14 Bowmore St,4,h,1700000.0,S,Ray,2016-12-11,13.0,3166.0,4.0,2.0,2.0,545.0,180.0,1940.0,Monash,-37.9002,145.0773,Southern Metropolitan,3145.0
5384,Richmond,31/15 River Bvd,2,u,750000.0,S,Biggin,2016-05-22,2.6,3121.0,2.0,2.0,1.0,0.0,104.0,2000.0,Yarra,-37.8128,145.0133,Northern Metropolitan,14949.0
7403,Travancore,145/38 Mt Alexander Rd,2,u,315000.0,SP,Ray,2016-05-28,5.3,3032.0,2.0,1.0,1.0,0.0,51.0,2012.0,Moonee Valley,-37.7847,144.9383,Western Metropolitan,1052.0
5778,St Kilda,3/33 Robe St,3,u,1500000.0,VB,Castran,2017-04-03,6.1,3182.0,3.0,1.0,1.0,1669.0,176.0,1920.0,Port Phillip,-37.8646,144.9786,Southern Metropolitan,13240.0
3039,Hampton,42 Myrtle Rd,5,h,1805000.0,S,Buxton,2016-10-09,13.7,3188.0,4.0,2.0,2.0,700.0,224.0,1950.0,Bayside,-37.9419,145.0156,Southern Metropolitan,5454.0
973,Box Hill,18 Glenmore St,4,h,1560000.0,PI,Jellis,2016-10-09,13.1,3128.0,3.0,2.0,3.0,729.0,167.0,1905.0,Whitehorse,-37.8233,145.1267,Eastern Metropolitan,4605.0
4559,Oakleigh South,1172 North Rd,6,h,1900000.0,S,Harcourts,2017-03-18,14.7,3167.0,6.0,2.0,6.0,1200.0,181.0,1970.0,Monash,-37.9099,145.0875,South-Eastern Metropolitan,3692.0
4253,Newport,106 Johnston St,4,h,1265000.0,S,RT,2016-06-18,8.4,3015.0,5.0,2.0,2.0,774.0,185.0,1950.0,Hobsons Bay,-37.8366,144.8758,Western Metropolitan,5498.0
3130,Hawthorn,7/21 Elphin Gr,1,u,330000.0,PI,RT,2016-07-05,4.6,3122.0,1.0,1.0,1.0,0.0,52.0,1970.0,Boroondara,-37.8177,145.0424,Southern Metropolitan,11308.0
2114,Collingwood,5/61 Little Oxford St,2,u,672000.0,S,Jellis,2016-09-24,1.6,3066.0,2.0,1.0,1.0,0.0,60.0,2002.0,Yarra,-37.8046,144.984,Northern Metropolitan,4553.0
6615,Yallambie,2 Debra Ct,3,h,650000.0,S,hockingstuart,2016-09-17,15.0,3085.0,3.0,1.0,1.0,706.0,129.0,1970.0,Banyule,-37.731,145.0811,Northern Metropolitan,1369.0
8555,Airport West,33 Green St,3,h,720000.0,S,Brad,2017-08-04,13.5,3042.0,3.0,2.0,2.0,305.0,136.0,2008.0,Moonee Valley,-37.7284,144.8874,Western Metropolitan,3464.0
9419,Balwyn North,7 Lemon Rd,4,h,2050000.0,S,Jellis,2017-06-17,9.7,3104.0,4.0,1.0,1.0,1138.0,152.0,1950.0,Boroondara,-37.79284000000001,145.10082,Southern Metropolitan,7809.0
10425,Murrumbeena,217 Murrumbeena Rd,4,h,1540000.0,S,Woodards,2017-05-27,10.1,3163.0,4.0,2.0,2.0,589.0,199.0,1920.0,Glen Eira,-37.90017,145.06435,Southern Metropolitan,4442.0
8137,Newport,139 Blackshaws Rd,4,h,956000.0,S,Sweeney,2017-04-22,8.4,3015.0,4.0,2.0,4.0,540.0,113.0,1970.0,Hobsons Bay,-37.8339,144.8716,Western Metropolitan,5498.0
10106,Ascot Vale,39 Middle St,3,h,1530000.0,S,Nelson,2017-05-27,4.3,3032.0,3.0,2.0,1.0,257.0,162.0,1915.0,Moonee Valley,-37.77727,144.92655,Western Metropolitan,6567.0
850,Bentleigh East,12 Tambet St,2,h,702000.0,PI,Buxton,2016-08-13,13.9,3165.0,2.0,1.0,1.0,591.0,102.0,1960.0,Glen Eira,-37.9179,145.071,Southern Metropolitan,10969.0
8743,Briar Hill,31A Beaconsfield Rd,3,h,840000.0,S,Barry,2017-01-07,16.1,3088.0,3.0,1.0,2.0,509.0,120.0,2000.0,Banyule,-37.708220000000004,145.11495,Eastern Metropolitan,1390.0
7740,Clifton Hill,14/14 The Esplanade,1,u,465000.0,S,Haughton,2017-05-13,3.4,3068.0,1.0,1.0,1.0,0.0,45.0,1970.0,Yarra,-37.7881,145.0058,Northern Metropolitan,2954.0
9198,Ivanhoe,6/40 Magnolia Rd,3,u,910000.0,S,Miles,2017-03-06,7.8,3079.0,3.0,2.0,1.0,0.0,145.0,2006.0,Banyule,-37.75822,145.05056000000005,Eastern Metropolitan,5549.0
3507,Kensington,65 Gatehouse Dr,3,h,852000.0,S,Nelson,2016-03-09,4.2,3031.0,3.0,1.0,1.0,166.0,138.0,2000.0,Melbourne,-37.7929,144.9197,Northern Metropolitan,5263.0
987,Box Hill,55 Albion Rd,4,h,1600000.0,S,Fletchers,2016-04-16,13.1,3128.0,4.0,2.0,1.0,692.0,195.0,1890.0,Whitehorse,-37.8247,145.1281,Eastern Metropolitan,4605.0
7034,Heidelberg,4/51 Yarra St,2,t,705000.0,S,Miles,2016-06-08,10.6,3084.0,2.0,1.0,1.0,182.0,110.0,1973.0,Banyule,-37.7587,145.0657,Eastern Metropolitan,2890.0
721,Bentleigh,58 London St,4,t,1155000.0,S,Buxton,2016-10-09,13.0,3204.0,4.0,3.0,2.0,271.0,205.0,2010.0,Glen Eira,-37.9252,145.0494,Southern Metropolitan,6795.0
7075,Ivanhoe East,1/169 Lower Heidelberg Rd,3,t,1050000.0,VB,Nelson,2016-08-22,9.0,3079.0,3.0,2.0,1.0,180.0,165.0,2012.0,Banyule,-37.772,145.0538,Eastern Metropolitan,1554.0
10449,Oakleigh East,2/83 Patrick St,4,t,912000.0,S,Buxton,2017-05-27,12.3,3166.0,4.0,2.0,2.0,344.0,146.0,1997.0,Monash,-37.90822,145.12036,Southern Metropolitan,2547.0
11478,Point Cook,15 Metcalf Wy,4,h,698000.0,S,hockingstuart,2017-07-15,14.7,3030.0,4.0,2.0,2.0,448.0,190.0,2012.0,Wyndham,-37.8914,144.72014,Western Metropolitan,15542.0
10893,Ashburton,19 Ward St,3,h,2299500.0,S,Jellis,2017-12-08,10.2,3147.0,3.0,2.0,3.0,634.0,230.0,1940.0,Boroondara,-37.865159999999996,145.07958,Southern Metropolitan,3052.0
7144,Murrumbeena,22 Brett St,5,h,1300000.0,PI,Buxton,2016-08-22,12.1,3163.0,5.0,2.0,2.0,683.0,223.0,1960.0,Glen Eira,-37.9055,145.0691,Southern Metropolitan,4442.0
1840,Caulfield South,7A Alfada St,2,h,1225000.0,S,Biggin,2016-12-11,9.3,3162.0,2.0,1.0,2.0,284.0,99.0,1940.0,Glen Eira,-37.8958,145.0215,Southern Metropolitan,5051.0
11303,Brunswick West,22 Henderson St,2,h,835000.0,VB,Nelson,2017-07-15,5.2,3055.0,2.0,1.0,1.0,207.0,77.0,1950.0,Moreland,-37.762209999999996,144.94055,Northern Metropolitan,7082.0
4624,Pascoe Vale,9 Kevin St,3,h,815000.0,S,Brad,2016-08-10,9.9,3044.0,2.0,1.0,1.0,438.0,94.0,1960.0,Moreland,-37.7338,144.9441,Northern Metropolitan,7485.0
10807,Rowville,45 Severn Cr,4,h,936000.0,S,HAR,2017-08-07,23.5,3178.0,4.0,2.0,2.0,675.0,190.0,1980.0,Knox,-37.91692000000001,145.25896,South-Eastern Metropolitan,11667.0
5496,Seddon,38 Alfred St,3,h,920000.0,PI,Jas,2016-04-16,6.6,3011.0,3.0,2.0,2.0,0.0,132.0,2000.0,Maribyrnong,-37.8057,144.8857,Western Metropolitan,2417.0
10872,Wyndham Vale,112 Eureka Dr,4,h,478000.0,S,hockingstuart,2017-08-07,27.2,3024.0,4.0,2.0,2.0,400.0,151.54,2008.0,Wyndham,-37.87047000000001,144.59864,Western Metropolitan,5262.0
5812,St Kilda,12 Gurner St,4,h,1900000.0,PI,Wilson,2016-12-11,6.1,3182.0,4.0,2.0,2.0,507.0,202.0,1890.0,Port Phillip,-37.8616,144.9807,Southern Metropolitan,13240.0
1386,Brunswick,25 Gray St,4,h,1755000.0,S,Jellis,2016-08-28,5.2,3056.0,4.0,2.0,1.0,354.0,199.0,1910.0,Moreland,-37.7745,144.9523,Northern Metropolitan,11918.0
8505,Williamstown,44 Electra St,4,h,2165000.0,SP,Greg,2017-06-05,8.0,3016.0,4.0,2.0,2.0,450.0,190.0,1910.0,Hobsons Bay,-37.861,144.8985,Western Metropolitan,6380.0
3075,Hampton,50 Holyrood St,4,h,2200000.0,PI,Hodges,2016-04-23,13.7,3188.0,4.0,3.0,4.0,583.0,305.0,2000.0,Bayside,-37.9336,144.9999,Southern Metropolitan,5454.0
8941,Seddon,57 Charles St,2,h,850000.0,VB,Village,2017-01-07,5.1,3011.0,2.0,1.0,1.0,152.0,91.0,1910.0,Maribyrnong,-37.80697,144.8928,Western Metropolitan,2417.0
8702,Windsor,7/113 Punt Rd,1,u,350000.0,SP,Kay,2017-04-29,5.1,3181.0,1.0,1.0,0.0,0.0,48.0,1975.0,Port Phillip,-37.8508,144.984,Southern Metropolitan,4380.0
8443,Surrey Hills,8 Durham Rd,4,h,2370000.0,PI,Jellis,2017-04-29,11.2,3127.0,4.0,3.0,2.0,773.0,300.0,1900.0,Boroondara,-37.8263,145.0911,Southern Metropolitan,5457.0
4459,Northcote,24 Barry St,3,h,1715000.0,S,Harrington,2016-11-19,5.5,3070.0,3.0,1.0,1.0,407.0,143.0,1900.0,Darebin,-37.7799,144.9937,Northern Metropolitan,11364.0
5855,St Kilda,602/13 Wellington St,2,u,565000.0,VB,Eview,2016-09-24,6.1,3182.0,2.0,2.0,1.0,0.0,76.0,2013.0,Port Phillip,-37.8562,144.9844,Southern Metropolitan,13240.0
2248,Elsternwick,53 Shoobra Rd,4,h,2600000.0,SP,Biggin,2016-08-22,8.5,3185.0,5.0,3.0,2.0,701.0,273.0,1885.0,Glen Eira,-37.8897,145.00799999999995,Southern Metropolitan,4898.0
6498,Williamstown,98 Osborne St,3,h,1460000.0,S,Greg,2016-07-05,8.0,3016.0,3.0,1.0,2.0,373.0,107.0,1970.0,Hobsons Bay,-37.8661,144.8973,Western Metropolitan,6380.0
7562,Brighton,38/568 New St,2,u,520000.0,PI,hockingstuart,2017-05-13,11.2,3186.0,2.0,1.0,1.0,1647.0,73.0,2004.0,Bayside,-37.8847,144.9972,Southern Metropolitan,10579.0
9764,Abbotsford,2 Federation La,3,h,855000.0,S,Nelson,2017-06-24,3.0,3067.0,3.0,2.0,1.0,92.0,116.0,2004.0,Yarra,-37.79683,144.99586000000005,Northern Metropolitan,4019.0
2422,Essendon,5/36 King St,2,u,395000.0,SP,Jellis,2017-03-18,8.0,3040.0,2.0,1.0,1.0,0.0,68.0,1975.0,Moonee Valley,-37.7461,144.9058,Western Metropolitan,9264.0
511,Balwyn,27 Bevan St,4,h,2400000.0,VB,RW,2016-03-12,9.7,3103.0,4.0,2.0,2.0,744.0,226.0,1985.0,Boroondara,-37.8147,145.0748,Southern Metropolitan,5682.0
7074,Ivanhoe East,333 The Boulevard,5,h,1797000.0,S,hockingstuart,2016-05-22,9.0,3079.0,4.0,3.0,3.0,826.0,250.0,1955.0,Banyule,-37.7793,145.0654,Eastern Metropolitan,1554.0
3870,Malvern East,1 Villers Sq,4,h,1580000.0,PI,Jellis,2016-11-19,11.2,3145.0,4.0,2.0,1.0,504.0,260.0,1920.0,Stonnington,-37.8834,145.0635,Southern Metropolitan,8801.0
3155,Hawthorn,3 Randolph St,3,h,2065000.0,S,Jellis,2016-12-06,4.6,3122.0,3.0,1.0,1.0,351.0,150.0,1910.0,Boroondara,-37.8165,145.02100000000004,Southern Metropolitan,11308.0
6945,Fawkner,12 Selola Ct,3,h,652500.0,PI,hockingstuart,2016-11-27,12.4,3060.0,3.0,1.0,1.0,592.0,113.0,1960.0,Moreland,-37.6968,144.9674,Northern Metropolitan,5070.0
10426,Murrumbeena,7/502 Neerim Rd,1,t,470000.0,S,Thomson,2017-05-27,10.1,3163.0,1.0,1.0,1.0,0.0,76.0,2000.0,Glen Eira,-37.89018,145.06865,Southern Metropolitan,4442.0
10976,Craigieburn,12 Surrey Ct,3,h,716000.0,SP,Stockdale,2017-12-08,20.6,3064.0,3.0,2.0,6.0,1005.0,160.0,1995.0,Hume,-37.605740000000004,144.92548,Northern Metropolitan,15510.0
5410,Richmond,1/7 Sanders Pl,3,t,1582000.0,S,Jellis,2017-02-25,2.6,3121.0,3.0,3.0,2.0,119.0,184.0,2005.0,Yarra,-37.8278,144.9984,Northern Metropolitan,14949.0
9825,Carlton,254 Elgin St,3,h,1000000.0,PI,Jellis,2017-06-24,1.6,3053.0,3.0,1.0,0.0,96.0,80.0,1910.0,Melbourne,-37.79674,144.96563,Northern Metropolitan,6786.0
6701,Yarraville,43 Ballarat St,2,h,767000.0,S,Jas,2017-02-25,7.0,3013.0,2.0,1.0,0.0,128.0,80.0,1920.0,Maribyrnong,-37.8179,144.8908,Western Metropolitan,6543.0
1567,Camberwell,2 Thomas St,3,h,1690000.0,PI,hockingstuart,2016-04-06,7.8,3124.0,3.0,2.0,1.0,777.0,154.0,1950.0,Boroondara,-37.8431,145.0962,Southern Metropolitan,8920.0
2160,Doncaster,4 Benton Ct,3,h,1250000.0,PI,Jellis,2016-09-17,13.9,3108.0,3.0,2.0,1.0,728.0,150.0,1965.0,Manningham,-37.7813,145.1318,Eastern Metropolitan,9028.0
7557,Brighton,147 North Rd,2,t,975000.0,PI,Marshall,2017-08-04,11.2,3186.0,2.0,1.0,1.0,444.0,182.0,1915.0,Bayside,-37.8993,145.0046,Southern Metropolitan,10579.0
11762,Oakleigh South,44 Golf Rd,4,h,1390000.0,S,Buxton,2017-07-22,15.5,3167.0,4.0,2.0,2.0,558.0,243.0,2010.0,Monash,-37.91917,145.08807,South-Eastern Metropolitan,3692.0
7897,Glenroy,1 Meadowbank St,3,h,780000.0,PI,Brad,2017-06-05,13.0,3046.0,3.0,1.0,2.0,742.0,101.0,1970.0,Moreland,-37.702,144.9538,Northern Metropolitan,8870.0
4068,Moonee Ponds,1/31 Holberg St,3,h,832000.0,S,Jellis,2016-10-09,6.9,3039.0,3.0,2.0,2.0,214.0,111.0,1997.0,Moonee Valley,-37.7709,144.9334,Western Metropolitan,6232.0
9715,Rowville,15 Ada St,4,h,1005800.0,SP,Jellis,2017-06-17,23.5,3178.0,4.0,2.0,2.0,502.0,320.0,2003.0,Knox,-37.92985,145.25184,South-Eastern Metropolitan,11667.0
9443,Briar Hill,1A Campbell Rd,2,h,710500.0,S,Barry,2017-06-17,16.1,3088.0,2.0,1.0,1.0,598.0,110.0,1985.0,Banyule,-37.70681,145.11731,Eastern Metropolitan,1390.0
7668,Burwood,46 Cumming St,4,h,1601000.0,S,McGrath,2017-04-29,11.7,3125.0,4.0,2.0,1.0,863.0,165.0,1940.0,Whitehorse,-37.8539,145.1127,Southern Metropolitan,5678.0
5426,Richmond,52 Hunter St,2,h,1150000.0,SP,Biggin,2016-11-27,2.6,3121.0,2.0,1.0,0.0,156.0,80.0,1900.0,Yarra,-37.8209,145.0052,Northern Metropolitan,14949.0
1712,Carnegie,42 Margaret St,4,h,1506000.0,S,Jellis,2016-04-06,11.4,3163.0,4.0,2.0,2.0,561.0,204.0,1925.0,Glen Eira,-37.8934,145.0633,Southern Metropolitan,7822.0
5968,Sunshine,29 Benjamin St,2,h,611000.0,S,Bells,2016-09-17,12.6,3020.0,2.0,1.0,2.0,204.0,77.0,1925.0,Brimbank,-37.7938,144.8321,Western Metropolitan,3755.0
5546,South Melbourne,25 Cobden St,3,h,1200000.0,VB,Greg,2016-08-13,2.1,3205.0,3.0,2.0,0.0,113.0,120.0,1910.0,Port Phillip,-37.8346,144.9688,Southern Metropolitan,5943.0
3300,Heidelberg West,163 Dougharty Rd,2,h,440500.0,S,hockingstuart,2016-07-16,9.4,3081.0,2.0,1.0,1.0,368.0,81.0,1955.0,Banyule,-37.7341,145.0434,Eastern Metropolitan,2674.0
5060,Reservoir,4/1 Ashley St,2,u,427500.0,S,Love,2016-07-11,11.2,3073.0,2.0,1.0,1.0,146.0,84.0,1980.0,Darebin,-37.719,145.0014,Northern Metropolitan,21650.0
5033,Reservoir,19 Drysdale St,3,h,723000.0,S,Ray,2016-03-12,11.2,3073.0,3.0,1.0,1.0,535.0,86.0,1950.0,Darebin,-37.7299,145.0242,Northern Metropolitan,21650.0
11190,Scoresby,5 Drysdale Ct,3,h,870000.0,SP,hockingstuart,2017-12-08,22.2,3179.0,3.0,2.0,2.0,590.0,151.0,1981.0,Knox,-37.89628,145.22294,Eastern Metropolitan,2206.0
5043,Reservoir,31 Powell St,3,h,1005000.0,S,Harcourts,2017-04-03,11.2,3073.0,3.0,2.0,4.0,466.0,467.0,1930.0,Darebin,-37.7266,145.0004,Northern Metropolitan,21650.0
379,Ashburton,115 Ashburn Gr,8,h,2950000.0,S,hockingstuart,2016-10-09,11.0,3147.0,9.0,7.0,4.0,1472.0,618.0,2009.0,Boroondara,-37.8729,145.0788,Southern Metropolitan,3052.0
1066,Brighton,120 Cole St,4,h,2145000.0,S,Buxton,2016-07-05,11.2,3186.0,3.0,2.0,1.0,550.0,197.0,1910.0,Bayside,-37.8954,145.0017,Southern Metropolitan,10579.0
7911,Glenroy,2 Ila St,4,h,1050000.0,VB,Nelson,2017-04-22,13.0,3046.0,4.0,3.0,2.0,715.0,271.0,1970.0,Moreland,-37.709,144.9373,Northern Metropolitan,8870.0
9061,Brunswick,102 Mitchell St,4,h,1400000.0,PI,Woodards,2017-03-06,5.2,3056.0,4.0,1.0,2.0,678.0,177.0,1900.0,Moreland,-37.75967,144.97214,Northern Metropolitan,11918.0
10972,Collingwood,3/8 Forest St,2,u,560000.0,S,Jellis,2017-12-08,2.0,3066.0,2.0,1.0,1.0,0.0,60.0,1975.0,Yarra,-37.79627,144.99229,Northern Metropolitan,4553.0
1615,Camberwell,6 Judd St,3,t,1625000.0,S,Jellis,2017-02-25,7.8,3124.0,3.0,2.0,2.0,283.0,160.0,1990.0,Boroondara,-37.8362,145.064,Southern Metropolitan,8920.0
11076,Hillside,96 Glenbruar Dr,4,h,580000.0,SP,YPA,2017-12-08,18.0,3037.0,4.0,2.0,2.0,600.0,174.0,2002.0,Melton,-37.6844,144.75595,Western Metropolitan,5556.0
2095,Collingwood,4/13 Alexander St,1,u,457000.0,S,Jellis,2016-08-13,1.6,3066.0,1.0,1.0,1.0,406.0,49.0,1970.0,Yarra,-37.796,144.9911,Northern Metropolitan,4553.0
6648,Yarraville,40 Freeman St,3,h,670000.0,VB,Village,2016-04-06,7.0,3013.0,3.0,1.0,1.0,477.0,120.0,1960.0,Maribyrnong,-37.8186,144.8736,Western Metropolitan,6543.0
9244,Mooroolbark,188 Cardigan Rd,5,h,872000.0,SP,Max,2017-03-06,26.5,3138.0,5.0,2.0,2.0,1254.0,186.75,1980.0,Yarra Ranges,-37.790259999999996,145.33738,Eastern Victoria,8280.0
5558,South Melbourne,296 Albert Rd,3,h,1825000.0,S,Marshall,2016-06-18,2.1,3205.0,3.0,2.0,2.0,151.0,153.0,1900.0,Port Phillip,-37.8383,144.9632,Southern Metropolitan,5943.0
5398,Richmond,41 Cameron St,3,h,1320000.0,S,RT,2016-09-24,2.6,3121.0,3.0,2.0,2.0,171.0,118.0,1890.0,Yarra,-37.8166,144.9987,Northern Metropolitan,14949.0
4114,Moonee Ponds,54b Salisbury St,3,t,842500.0,S,Jellis,2016-06-18,6.9,3039.0,3.0,2.0,1.0,216.0,156.0,1995.0,Moonee Valley,-37.7607,144.9314,Western Metropolitan,6232.0
10997,East Melbourne,502/1 Powlett St,2,u,1300000.0,SP,Caine,2017-12-08,1.3,3002.0,2.0,2.0,1.0,997.0,92.0,2001.0,Melbourne,-37.8161,144.98494,Northern Metropolitan,3040.0
5488,Seddon,44 Alexander St,3,h,1075000.0,SP,Jas,2016-08-10,6.6,3011.0,3.0,2.0,1.0,306.0,140.0,1900.0,Maribyrnong,-37.8038,144.8896,Western Metropolitan,2417.0
3616,Kew,15 Barry St,6,h,6500000.0,S,Jellis,2016-08-13,5.6,3101.0,6.0,6.0,3.0,1334.0,365.0,1890.0,Boroondara,-37.8029,145.0267,Southern Metropolitan,10331.0
1080,Brighton,176 Were St,5,h,1562500.0,PI,Buxton,2016-10-09,11.2,3186.0,5.0,2.0,2.0,655.0,202.0,1925.0,Bayside,-37.9264,145.0044,Southern Metropolitan,10579.0
